"id","line_no","original_line","mutated_line","source_filepath"
"bcel_157",816,"if (stack().peek(1) != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_158",817,"constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");","constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_159",834,"if (stack().peek() != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_160",834,"if (stack().peek() != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_161",835,"constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");","constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_162",837,"if (stack().peek(1) != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_163",837,"if (stack().peek(1) != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_164",838,"constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");","constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_165",857,"if (stack().peek() != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_166",857,"if (stack().peek() != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_167",858,"constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");","constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_168",860,"if (stack().peek(1) != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_169",860,"if (stack().peek(1) != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_170",861,"constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");","constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_171",870,"if (stack().peek() != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_172",870,"if (stack().peek() != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_173",871,"constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");","constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_174",880,"if (stack().peek() != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_175",880,"if (stack().peek() != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_176",881,"constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");","constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_177",883,"if (stack().peek(1) != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_178",883,"if (stack().peek(1) != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_179",884,"constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");","constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_180",893,"if (stack().peek() != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_181",893,"if (stack().peek() != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_182",894,"constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");","constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_183",913,"if (stack().peek() != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_184",913,"if (stack().peek() != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_185",914,"constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");","constraintViolated(o, ""The value at the stack top is not of type 'double', but of type '""+stack().peek()+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_186",916,"if (stack().peek(1) != Type.DOUBLE) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_187",916,"if (stack().peek(1) != Type.DOUBLE) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_188",917,"constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");","constraintViolated(o, ""The value at the stack next-to-top is not of type 'double', but of type '""+stack().peek(1)+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_189",926,"if (stack().peek().getSize() != 1) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_190",926,"if (stack().peek().getSize() != 1) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_191",927,"constraintViolated(o, ""Won't DUP type on stack top '""+stack().peek()+","constraintViolated(o, ""Won't DUP type on stack top '""+stack().peek()+  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_192",974,"if (stack().peek().getSize() == 2) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_193",974,"if (stack().peek().getSize() == 2) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_194",978,"if (stack().peek(1).getSize() != 1) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_195",978,"if (stack().peek(1).getSize() != 1) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_196",979,"constraintViolated(o,","constraintViolated(o,  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_197",990,"if (stack().peek().getSize() == 2) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_198",990,"if (stack().peek().getSize() == 2) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_199",991,"if (stack().peek(1).getSize() != 1) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_200",991,"if (stack().peek(1).getSize() != 1) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_201",992,"constraintViolated(o, ""If stack top's size is 2, then stack next-to-top's size must be 1. But it is '""+","constraintViolated(o, ""If stack top's size is 2, then stack next-to-top's size must be 1. But it is '""+  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_202",1000,"if ( stack().peek(1).getSize() != 1 ) {","if ( false ) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_203",1000,"if ( stack().peek(1).getSize() != 1 ) {","if ( true ) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_204",1001,"constraintViolated(o, ""If stack top's size is 1, then stack next-to-top's size must also be 1. But it is '""+","constraintViolated(o, ""If stack top's size is 1, then stack next-to-top's size must also be 1. But it is '""+  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_205",1004,"if ( stack().peek(2).getSize() != 1 ) {","if ( false ) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_206",1004,"if ( stack().peek(2).getSize() != 1 ) {","if ( true ) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_207",1005,"constraintViolated(o, ""If stack top's size is 1, then stack next-to-next-to-top's size must also be 1. But it is '""+","constraintViolated(o, ""If stack top's size is 1, then stack next-to-next-to-top's size must also be 1. But it is '""+  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_208",1017,"if (stack().peek(0).getSize() == 2) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_209",1017,"if (stack().peek(0).getSize() == 2) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_210",1018,"if (stack().peek(1).getSize() == 2) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_211",1018,"if (stack().peek(1).getSize() == 2) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_212",1022,"if ( stack().peek(2).getSize() != 1 ) {","if ( false ) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_213",1022,"if ( stack().peek(2).getSize() != 1 ) {","if ( true ) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_214",1023,"constraintViolated(o, ""If stack top's size is 2 and stack-next-to-top's size is 1,""+","constraintViolated(o, ""If stack top's size is 2 and stack-next-to-top's size is 1,""+  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_215",1032,"if (stack().peek(1).getSize() == 1) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_216",1032,"if (stack().peek(1).getSize() == 1) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_217",1033,"if ( stack().peek(2).getSize() == 2 ) {","if ( false ) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_218",1033,"if ( stack().peek(2).getSize() == 2 ) {","if ( true ) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_219",1036,"if ( stack().peek(3).getSize() == 1) {","if ( false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_220",1036,"if ( stack().peek(3).getSize() == 1) {","if ( true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_221",1041,"constraintViolated(o, ""The operand sizes on the stack do not match any of the four forms of usage of this instruction."");","// removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_222",937,"if (stack().peek().getSize() != 1) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_223",937,"if (stack().peek().getSize() != 1) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_224",938,"constraintViolated(o,","constraintViolated(o,  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_225",941,"if (stack().peek(1).getSize() != 1) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_226",941,"if (stack().peek(1).getSize() != 1) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_227",942,"constraintViolated(o,","constraintViolated(o,  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_228",953,"if (stack().peek().getSize() != 1) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_229",953,"if (stack().peek().getSize() != 1) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_230",954,"constraintViolated(o,","constraintViolated(o,  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_231",957,"if (stack().peek(1).getSize() == 2) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_232",957,"if (stack().peek(1).getSize() == 2) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_233",961,"if (stack().peek(2).getSize() != 1) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_234",961,"if (stack().peek(2).getSize() != 1) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_235",962,"constraintViolated(o,","constraintViolated(o,  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_236",1049,"if (stack().peek() != Type.FLOAT) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_237",1049,"if (stack().peek() != Type.FLOAT) {","if (true) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_238",1050,"constraintViolated(o, ""The value at the stack top is not of type 'float', but of type '""+stack().peek()+""'."");","constraintViolated(o, ""The value at the stack top is not of type 'float', but of type '""+stack().peek()+""'."");  // removed call to constraintViolated()","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
"bcel_239",1059,"if (stack().peek() != Type.FLOAT) {","if (false) {","org/apache/bcel/verifier/structurals/InstConstraintVisitor.java"
